,timestamp,ID,r_len,P1_age,P1_gender,P1_nationality,P1_r_type,P1_IOS,P2_age,P2_gender,P2_nationality,P2_r_type,P2_IOS,key_press,rt,trial_stim
42,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.5674783330177888,BM
43,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.5389439169957768,BR
44,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.43793470901437104,BL
45,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.48217508298694156,YL
46,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.5357363329967484,BL
47,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.46486212499439716,YL
48,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.5228018329944462,YR
49,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.6011447500204667,YL
50,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.3868165419844445,BL
51,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.5008242909971159,BR
52,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.33606283299741335,BR
53,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.43715674997656606,YR
54,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.44289524998748675,YR
55,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.45902599999681115,BL
56,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.5464818330074195,YL
57,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.5260503750178032,YM
58,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.5052863330056425,BL
59,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.5339297909813467,BL
60,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.5304159999941476,BR
61,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.6213565829966683,YL
62,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.5689869159832597,YR
63,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.7418362080061343,YM
64,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.43238279200159013,YL
65,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.513055749994237,YM
66,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.5014657919819001,YR
67,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.6422900409961585,BR
68,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,p,0.9279755839961581,BR
69,2022_Jan_20_1212,61014,3,11,Female,MMS,Friends,2,33,Female,feef,Family,4,w,0.4566160830145236,YR
