,timestamp,experiment_ID,subject,r_len,handedness,vision,colorvision,age,gender,nationality,r_type,IOS,key_press,rt,trial_stim
0,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.4359377999790013,YR
1,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.4844382000155747,YR
2,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.30810080002993345,YL
3,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.3116990998387337,BR
4,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.2901234000455588,BM
5,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3245341998990625,YL
6,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.3217018998693675,BL
7,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.2546794000081718,BR
8,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.2688951001036912,YL
9,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.319144899956882,YM
10,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.335727300029248,YR
11,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.28829709999263287,BR
12,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.32803360000252724,YL
13,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.25493050017394125,BR
14,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.3824934000149369,BR
15,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3572428999468684,YR
16,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.36408420000225306,YM
17,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.2667279001325369,BR
18,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.3833595998585224,BL
19,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.30485610011965036,BL
20,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.40035659982822835,YL
21,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.2501701998990029,YR
22,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3255722001194954,YL
23,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.34272069996222854,BM
24,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.36408769991248846,BL
25,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.41868830006569624,YM
26,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3710507000796497,YR
27,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.34315169998444617,BL
28,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.301176100037992,BR
29,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3000700001139194,YR
30,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.28558959998190403,BM
31,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.33963539986871183,BM
32,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.40492100012488663,BM
33,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.30260640010237694,BL
34,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3507258000317961,YR
35,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.2554307000245899,BR
36,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3884442998096347,YM
37,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.2694813997950405,BL
38,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.2729201999027282,BM
39,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.25931560015305877,BR
40,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.283064299961552,YR
41,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3382084001787007,YL
42,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3232427001930773,YL
43,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.30116869998164475,BR
44,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.2754720998927951,YL
45,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.33841459988616407,BL
46,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.287935399916023,BR
47,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.2330067998263985,YL
48,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3013325999490917,YR
49,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3200649998616427,YL
50,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.29683630005456507,BL
51,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.2956565001513809,YM
52,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.35481110005639493,YL
53,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.33316730009391904,YM
54,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.3129432999994606,YL
55,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.33072310010902584,BL
56,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.44529089983552694,BL
57,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.35040379990823567,YR
58,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.34269369998946786,YR
59,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.31872910005040467,YR
60,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.28631659992970526,YR
61,2022_Jan_25_1607,44412,69187,4,Right,Yes,No,27,Female,danish,Romantic,5,w,0.27337219985201955,YL
62,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.3366427000146359,BL
63,2022_Jan_25_1607,44412,42559,4,Right,Yes,No,31,Male,Danish,Romantic,6,p,0.30101580009795725,BR
