,timestamp,experiment_ID,subject,r_len,handedness,vision,colorvision,age,gender,nationality,r_type,IOS,key_press,rt,trial_stim
56,2022_Jan_23_1659,82203,84019,60,Right,Yes,No,81,Male,Dansk,Romantic,3,p,0.3502577499966719,BR
57,2022_Jan_23_1659,82203,84019,60,Right,Yes,No,81,Male,Dansk,Romantic,3,p,0.4829738329972315,BR
58,2022_Jan_23_1659,82203,46219,60,Right,Yes,No,Tysk,Female,Tysk,Family,3,w,0.2259319169970695,BL
59,2022_Jan_23_1659,82203,46219,60,Right,Yes,No,Tysk,Female,Tysk,Family,3,w,0.46257212499767775,YL
60,2022_Jan_23_1659,82203,84019,60,Right,Yes,No,81,Male,Dansk,Romantic,3,p,0.4646700419980334,BR
61,2022_Jan_23_1659,82203,46219,60,Right,Yes,No,Tysk,Female,Tysk,Family,3,w,0.3176024580025114,YL
62,2022_Jan_23_1659,82203,46219,60,Right,Yes,No,Tysk,Female,Tysk,Family,3,w,0.697193583000626,YM
63,2022_Jan_23_1659,82203,46219,60,Right,Yes,No,Tysk,Female,Tysk,Family,3,w,0.37366895800005295,YL
64,2022_Jan_23_1659,82203,84019,60,Right,Yes,No,81,Male,Dansk,Romantic,3,p,0.40053462499781745,BL
65,2022_Jan_23_1659,82203,84019,60,Right,Yes,No,81,Male,Dansk,Romantic,3,p,0.5849854169973696,BL
66,2022_Jan_23_1659,82203,84019,60,Right,Yes,No,81,Male,Dansk,Romantic,3,p,0.5569050830017659,BL
67,2022_Jan_23_1659,82203,46219,60,Right,Yes,No,Tysk,Female,Tysk,Family,3,w,0.23490216699792654,BL
68,2022_Jan_23_1659,82203,46219,60,Right,Yes,No,Tysk,Female,Tysk,Family,3,w,0.5653858749974461,YL
69,2022_Jan_23_1659,82203,84019,60,Right,Yes,No,81,Male,Dansk,Romantic,3,p,0.455438500001037,BR
