,timestamp,experiment_ID,subject,r_len,handedness,vision,colorvision,age,gender,nationality,r_type,IOS,key_press,rt,trial_stim
0,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.36045849999936763,YR
1,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.4217705829978513,YR
2,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.34110054199845763,YR
3,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.3202671670005657,BL
4,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.4022249589979765,BL
5,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.46920395900087897,BL
6,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3686887910007499,YM
7,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.32849745800194796,BR
8,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.31705054199846927,YL
9,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.4593864169983135,BL
10,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3264080830012972,YR
11,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.39736895900205127,YR
12,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3284284999972442,YL
13,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.30571245899773203,YL
14,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.32494737500019255,BR
15,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.27773591699951794,YL
16,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.3198773340009211,BR
17,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.30293333300141967,YL
18,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3312097090019961,YL
19,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.3004983339997125,BR
20,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.44367633299771114,BM
21,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.41157912500057137,BM
22,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.2948013749992242,YM
23,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3870963749977818,YR
24,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3474839590016927,YL
25,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.35713870900144684,BL
26,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.373767000000953,BR
27,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.34073404200171353,BR
28,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.29936458399970434,YM
29,2022_Jan_23_1724,59680,27122,3.5,Right,Yes,No,22,Male,Dansk,Friends,1,p,0.2578891670018493,BR
30,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3581119169975864,YR
31,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.3572954579976795,YM
32,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.4137716669974907,YM
33,2022_Jan_23_1724,59680,77840,3.5,Right,Yes,No,20,Female,Dansk,Family,4,w,0.35973699999885866,YR
